Event.Id,Event.Date,Make,Model,Make_Model,Aircraft.Category,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Purpose.of.flight,Aircraft.damage
20001205X00334,1999-03-02,ROBINSON,R-44,ROBINSON R-44,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Business,Substantial
20001205X00299,1999-03-04,BOEING,737-228,BOEING 737-228,Airplane,Unavailable,0.0,0.0,0.0,0.0,IMC,,Unknown,Substantial
20001205X00296,1999-03-05,BOEING,747-200F,BOEING 747-200F,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Destroyed
20001205X00298,1999-03-10,BOEING,727-200,BOEING 727-200,Airplane,Incident,0.0,0.0,0.0,96.0,UNKNOWN,,Unknown,Minor
20001205X00297,1999-03-15,MCDONNELL DOUGLAS,MD-83,MCDONNELL DOUGLAS MD-83,Airplane,Unavailable,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20001205X00300,1999-03-20,BOEING,MD80/87,BOEING MD80/87,Airplane,Incident,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Minor
20001205X00483,1999-04-24,CESSNA,172M,CESSNA 172M,Airplane,Unavailable,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20001212X18790,1999-05-09,CESSNA,205,CESSNA 205,Airplane,Fatal(6),6.0,0.0,0.0,0.0,VMC,Takeoff,Skydiving,Destroyed
20001212X18723,1999-05-15,BELL,222UT,BELL 222UT,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,Landing,Positioning,Substantial
20001212X18819,1999-05-22,BEECH,B90,BEECH B90,Airplane,Fatal(1),1.0,0.0,0.0,0.0,VMC,Descent,Skydiving,Destroyed
20001212X19014,1999-06-05,MOONEY,M20,MOONEY M20,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Instructional,
20001212X18964,1999-06-09,BOEING,737-300,BOEING 737-300,Airplane,Non-Fatal,0.0,0.0,4.0,71.0,UNKNOWN,,Unknown,Substantial
20001212X18965,1999-06-09,BOEING,757,BOEING 757,Airplane,Incident,0.0,0.0,0.0,94.0,UNKNOWN,,Unknown,Minor
20001212X19083,1999-06-14,SIKORSKY,S-76A,SIKORSKY S-76A,Helicopter,Fatal(4),4.0,0.0,0.0,0.0,IMC,Takeoff,Positioning,Destroyed
20001212X19018,1999-06-19,CESSNA,182A,CESSNA 182A,Airplane,Fatal(4),4.0,1.0,0.0,0.0,VMC,Takeoff,Skydiving,Destroyed
20001212X18966,1999-06-24,MCDONNELL DOUGLAS,DC-10,MCDONNELL DOUGLAS DC-10,Airplane,Incident,0.0,0.0,0.0,3.0,UNKNOWN,,Unknown,
20001212X19077,1999-06-30,CESSNA,182Q,CESSNA 182Q,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,Climb,Instructional,Substantial
20001212X18968,1999-06-30,MCDONNELL DOUGLAS,MD-11,MCDONNELL DOUGLAS MD-11,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Substantial
20001212X18969,1999-06-30,BEECH,99,BEECH 99,Airplane,Fatal(2),2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20010711X01367,1999-07-12,BOEING,B-737,BOEING B-737,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20001212X19373,1999-07-14,PIPER,PA-18-150,PIPER PA-18-150,Airplane,Fatal(1),1.0,0.0,0.0,0.0,VMC,Maneuvering,Aerial Application,Substantial
20001212X19232,1999-07-29,EMBRAER,EMB-110,EMBRAER EMB-110,Airplane,Non-Fatal,0.0,0.0,0.0,18.0,UNKNOWN,,Unknown,Destroyed
20001212X19228,1999-07-31,BEECH,65-A90,BEECH 65-A90,Airplane,Fatal(10),10.0,0.0,0.0,0.0,VMC,Takeoff,Skydiving,Destroyed
20001212X19473,1999-08-08,MCDONNELL DOUGLAS,MD-11,MCDONNELL DOUGLAS MD-11,Airplane,Non-Fatal,0.0,0.0,0.0,191.0,VMC,,Unknown,Substantial
20001212X19448,1999-08-10,BELL,206L,BELL 206L,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Takeoff,Business,Substantial
20001212X19469,1999-08-23,MCDONNELL DOUGLAS,MD-11,MCDONNELL DOUGLAS MD-11,Airplane,Non-Fatal,0.0,0.0,200.0,117.0,UNKNOWN,,Unknown,Destroyed
20001212X19475,1999-08-24,BOEING,767,BOEING 767,Airplane,Incident,0.0,0.0,0.0,191.0,UNKNOWN,,Unknown,Minor
20001212X19474,1999-08-26,BOEING,737-200,BOEING 737-200,Airplane,Incident,0.0,0.0,0.0,5.0,UNKNOWN,,Unknown,
20001212X19732,1999-09-02,BOEING,747SP,BOEING 747SP,Airplane,Incident,0.0,0.0,0.0,3.0,UNKNOWN,,Unknown,Substantial
20001212X19754,1999-09-18,CESSNA,182A,CESSNA 182A,Airplane,Fatal(5),5.0,0.0,0.0,0.0,VMC,Takeoff,Skydiving,Destroyed
20001212X19733,1999-09-18,MCDONNELL DOUGLAS,MD-11,MCDONNELL DOUGLAS MD-11,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20001212X19784,1999-09-21,CESSNA,172P,CESSNA 172P,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,IMC,Takeoff,Instructional,Substantial
20001212X19734,1999-09-23,BOEING,747-400,BOEING 747-400,Airplane,Unavailable,0.0,0.0,0.0,0.0,IMC,,Unknown,Substantial
20001212X19968,1999-10-02,BELL,214ST,BELL 214ST,Helicopter,Fatal(12),12.0,0.0,8.0,0.0,VMC,,Executive/corporate,Substantial
20001212X20032,1999-10-09,GRUMMAN,G164,GRUMMAN G164,Airplane,Non-Fatal,0.0,0.0,2.0,0.0,VMC,Takeoff,Aerial Application,Substantial
20001212X19988,1999-10-14,BELL,206B,BELL 206B,Helicopter,Non-Fatal,0.0,3.0,0.0,0.0,VMC,Approach,Personal,Substantial
20001212X20015,1999-10-16,BEECH,D35,BEECH D35,Airplane,Non-Fatal,0.0,0.0,0.0,0.0,UNKNOWN,Unknown,Unknown,Substantial
20001212X20085,1999-11-05,BOEING,777-200,BOEING 777-200,Airplane,Non-Fatal,0.0,0.0,0.0,274.0,UNKNOWN,,Unknown,Substantial
20001212X20170,1999-11-24,EUROCOPTER,EC-135,EUROCOPTER EC-135,Helicopter,Fatal(3),3.0,1.0,0.0,0.0,UNKNOWN,,Aerial Observation,Destroyed
20001212X20256,1999-12-06,PIPER,PA31-350,PIPER PA31-350,Airplane,Fatal(10),10.0,0.0,0.0,0.0,VMC,,Business,Destroyed
20001212X20217,1999-12-13,BOEING,777-222,BOEING 777-222,Airplane,Non-Fatal,0.0,1.0,5.0,185.0,IMC,,Unknown,
20001212X20221,1999-12-21,MCDONNELL DOUGLAS,DC-10-30,MCDONNELL DOUGLAS DC-10-30,Airplane,Fatal(18),18.0,10.0,47.0,261.0,UNKNOWN,,Unknown,Destroyed
20001212X20342,2000-01-02,BOEING,737-3K2,BOEING 737-3K2,Airplane,Incident,0.0,0.0,0.0,143.0,UNKNOWN,,Unknown,Minor
20001212X20475,2000-02-12,BOEING,B 727-100,BOEING B 727-100,Airplane,Non-Fatal,0.0,0.0,0.0,7.0,IMC,,Unknown,Destroyed
20001212X20487,2000-02-16,CESSNA,208B,CESSNA 208B,Airplane,Fatal(1),1.0,0.0,0.0,1.0,VMC,Maneuvering,Unknown,Substantial
20001212X20487,2000-02-16,CESSNA,182M,CESSNA 182M,Airplane,Fatal(1),1.0,0.0,0.0,1.0,VMC,Maneuvering,Personal,Destroyed
20001212X20521,2000-02-18,AYRES,,,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,Climb,Positioning,Substantial
20001212X20542,2000-02-26,BELL,412,BELL 412,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,Maneuvering,Positioning,Substantial
20001212X20476,2000-02-27,BOEING,B737-400,BOEING B737-400,Airplane,Non-Fatal,0.0,0.0,0.0,123.0,IMC,,Unknown,Substantial
20001212X20606,2000-03-05,BOEING,737-300,BOEING 737-300,Airplane,Non-Fatal,0.0,2.0,42.0,98.0,VMC,Landing,Unknown,Destroyed
20001212X20608,2000-03-20,BOEING,727-23,BOEING 727-23,Airplane,Unavailable,0.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20001212X20607,2000-03-26,BOEING,B747-267B,BOEING B747-267B,Airplane,Incident,0.0,0.0,0.0,16.0,UNKNOWN,,Unknown,Substantial
20010321X00614,2000-04-02,BOEING,747-200F,BOEING 747-200F,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,UNKNOWN,,Unknown,Substantial
20010321X00615,2000-04-02,BOEING,727,BOEING 727,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20001212X20769,2000-04-14,BELL,222U,BELL 222U,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,Cruise,Positioning,Substantial
20010108X00051,2000-04-18,BOEING,737-400,BOEING 737-400,Airplane,Incident,0.0,0.0,0.0,0.0,VMC,,Unknown,
20001212X20792,2000-04-19,BOEING,737-200,BOEING 737-200,Airplane,Fatal(131),131.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20010321X00619,2000-04-22,BOEING,747-300,BOEING 747-300,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20001212X20758,2000-04-25,EUROCOPTER,BK117-A3,EUROCOPTER BK117-A3,Helicopter,Fatal(3),3.0,0.0,0.0,0.0,VMC,Cruise,Positioning,Destroyed
20001212X21094,2000-05-06,EUROCOPTER,BK-117-A4,EUROCOPTER BK-117-A4,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Positioning,Substantial
20001212X21041,2000-05-11,EUROCOPTER,AS350B2,EUROCOPTER AS350B2,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,Approach,Instructional,Substantial
20010105X00024,2000-05-12,BOEING,747-200,BOEING 747-200,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20010105X00025,2000-05-17,BEECH,1900C,BEECH 1900C,Airplane,Unavailable,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20001212X21079,2000-05-20,BOEING,737-500,BOEING 737-500,Airplane,Non-Fatal,0.0,1.0,0.0,123.0,IMC,Standing,Unknown,
20001212X20969,2000-05-25,MCDONNELL DOUGLAS,MD-80,MCDONNELL DOUGLAS MD-80,Airplane,Non-Fatal,0.0,0.0,0.0,153.0,UNKNOWN,,Unknown,Substantial
20010108X00053,2000-06-07,BOEING,747F,BOEING 747F,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20010108X00052,2000-06-12,BOEING,747-200,BOEING 747-200,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20001212X21530,2000-07-08,CESSNA,402C,CESSNA 402C,Airplane,Fatal(1),1.0,0.0,0.0,0.0,VMC,Descent,Unknown,Destroyed
20001212X21625,2000-07-10,PIPER,PA-24-260,PIPER PA-24-260,Airplane,Fatal(4),4.0,0.0,0.0,0.0,UNKNOWN,,Personal,Destroyed
20001212X21626,2000-07-12,BELL,407,BELL 407,Helicopter,Non-Fatal,0.0,0.0,0.0,7.0,VMC,,Unknown,Substantial
20001212X21426,2000-07-23,BOEING,747-2B6B,BOEING 747-2B6B,Airplane,Incident,0.0,0.0,380.0,0.0,IMC,,Unknown,Minor
20001212X21416,2000-07-28,BELL,BH-222-U,BELL BH-222-U,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Takeoff,Positioning,Substantial
20001212X21674,2000-08-08,SCHWEIZER,G-164B,SCHWEIZER G-164B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Descent,Aerial Application,Substantial
20001212X21880,2000-08-15,CESSNA,208,CESSNA 208,Airplane,Fatal(2),2.0,0.0,0.0,0.0,UNKNOWN,,Public Aircraft,Substantial
20010108X00055,2000-09-04,BEECH,KINGAIR 200,BEECH KINGAIR 200,Airplane,Fatal(8),8.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20020201X00156,2000-09-14,CESSNA,208B,CESSNA 208B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Takeoff,Unknown,Substantial
20010108X00054,2000-09-21,BOEING,707-312B,BOEING 707-312B,Airplane,Non-Fatal,0.0,0.0,10.0,0.0,UNKNOWN,,Business,Destroyed
20001212X22138,2000-10-10,MCDONNELL DOUGLAS,DC-10-30,MCDONNELL DOUGLAS DC-10-30,Airplane,Non-Fatal,0.0,2.0,5.0,197.0,VMC,,Unknown,
20001212X22206,2000-10-16,AEROSPATIALE,AS-355-F2,AEROSPATIALE AS-355-F2,Helicopter,Fatal(1),1.0,0.0,0.0,0.0,VMC,Cruise,Ferry,Destroyed
20010417X00764,2000-11-13,BEECH,E-90,BEECH E-90,Airplane,Fatal(2),2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20001212X22275,2000-11-15,BOEING,757-200,BOEING 757-200,Airplane,Incident,0.0,0.0,0.0,97.0,UNKNOWN,,Unknown,Minor
20030930X01615,2000-11-26,BOEING,767,BOEING 767,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,UNKNOWN,Descent,Unknown,
20010114X00303,2000-12-06,CESSNA,182N,CESSNA 182N,Airplane,Fatal(1),1.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20010105X00037,2000-12-22,BELL,206-L3,BELL 206-L3,Helicopter,Non-Fatal,0.0,0.0,3.0,0.0,VMC,Approach,Positioning,Substantial
20010216X00462,2000-12-27,BOEING,767-300ER,BOEING 767-300ER,Airplane,Non-Fatal,0.0,1.0,0.0,79.0,VMC,Taxi,Unknown,
20010108X00065,2000-12-28,CESSNA,206,CESSNA 206,Airplane,Fatal(2),2.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20010507X00891,2001-01-02,BELL,206L4,BELL 206L4,Helicopter,Fatal(3),3.0,2.0,0.0,0.0,IMC,,Unknown,Destroyed
20010329X00665,2001-01-06,BOEING,727-100,BOEING 727-100,Airplane,Unavailable,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20010116X00306,2001-01-07,CESSNA,182A,CESSNA 182A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Descent,Skydiving,Substantial
20010130X00371,2001-01-09,BOEING,727-200,BOEING 727-200,Airplane,Non-Fatal,0.0,0.0,0.0,144.0,UNKNOWN,,Unknown,Substantial
20010131X00376,2001-01-17,BEECH,95-55,BEECH 95-55,Airplane,Fatal(4),4.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20010507X00893,2001-01-17,BEECH,95-D55,BEECH 95-D55,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Unknown,Destroyed
20010215X00455,2001-01-24,CESSNA,T310R,CESSNA T310R,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Unknown,Substantial
20010206X00396,2001-01-24,BEECH,F90-42,BEECH F90-42,Airplane,Fatal(4),4.0,0.0,0.0,0.0,VMC,Takeoff,Business,Destroyed
20010131X00375,2001-01-25,PIPER,PA-34-200T,PIPER PA-34-200T,Airplane,Fatal(4),4.0,1.0,0.0,0.0,IMC,,Unknown,Destroyed
20010206X00402,2001-01-26,CESSNA,310R,CESSNA 310R,Airplane,Fatal(4),4.0,0.0,0.0,0.0,VMC,,Public Aircraft,Destroyed
20010221X00476,2001-01-28,AERO COMMANDER,500,AERO COMMANDER 500,Airplane,Fatal(7),7.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20010323X00639,2001-01-30,BOEING,B-777-300,BOEING B-777-300,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20010330X00676,2001-01-31,CESSNA,CitationJET (525),CESSNA CitationJET (525),Airplane,Non-Fatal,0.0,0.0,0.0,7.0,UNKNOWN,,Unknown,Substantial
20010226X00510,2001-02-03,BOEING,B-737-832,BOEING B-737-832,Airplane,Non-Fatal,0.0,0.0,0.0,135.0,VMC,Taxi,Unknown,Substantial
20010226X00510,2001-02-03,MCDONNELL DOUGLAS,MD-81,MCDONNELL DOUGLAS MD-81,Airplane,Non-Fatal,0.0,0.0,0.0,135.0,VMC,Taxi,Unknown,Minor
20010321X00620,2001-02-04,BOEING,747-300,BOEING 747-300,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20010223X00509,2001-02-06,HUGHES,369D,HUGHES 369D,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Unknown,Substantial
20010313X00576,2001-02-15,CESSNA,340A,CESSNA 340A,Airplane,Non-Fatal,0.0,0.0,0.0,6.0,IMC,,Personal,Substantial
20010305X00538,2001-02-24,CESSNA,206,CESSNA 206,Airplane,Fatal(7),7.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20010402X00688,2001-03-06,AERO COMMANDER,500S,AERO COMMANDER 500S,Airplane,Fatal(2),2.0,0.0,0.0,0.0,UNKNOWN,,Personal,Destroyed
20010314X00580,2001-03-08,CESSNA,525,CESSNA 525,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Unknown,Substantial
20010316X00591,2001-03-09,CESSNA,P206,CESSNA P206,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Descent,Skydiving,Substantial
20010323X00636,2001-03-16,BOEING,767-300,BOEING 767-300,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Unknown,Substantial
20010328X00662,2001-03-16,CESSNA,182E,CESSNA 182E,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,Descent,Skydiving,Substantial
20010511X00929,2001-03-17,BOEING,737-800,BOEING 737-800,Airplane,Incident,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20010330X00683,2001-03-22,PIPER,PA-31-350,PIPER PA-31-350,Airplane,Non-Fatal,0.0,0.0,0.0,9.0,VMC,,Unknown,Substantial
20010330X00681,2001-03-23,BELL,206 L-1,BELL 206 L-1,Helicopter,Non-Fatal,0.0,2.0,0.0,0.0,VMC,Climb,Positioning,Substantial
20010507X00889,2001-03-24,DE HAVILLAND,DHC-6-300,DE HAVILLAND DHC-6-300,Airplane,Fatal(20),20.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20010405X00697,2001-03-30,PIPER,PA-24,PIPER PA-24,Airplane,Non-Fatal,0.0,0.0,2.0,0.0,VMC,Cruise,Personal,Substantial
20010417X00770,2001-03-30,CESSNA,210F,CESSNA 210F,Airplane,Fatal(1),1.0,0.0,0.0,0.0,IMC,,Personal,Destroyed
20010404X00692,2001-03-31,DE HAVILLAND,DHC-3,DE HAVILLAND DHC-3,Airplane,Non-Fatal,0.0,5.0,13.0,4.0,VMC,Takeoff,Skydiving,Substantial
20010412X00732,2001-04-05,BEECH,200,BEECH 200,Airplane,Non-Fatal,0.0,0.0,1.0,8.0,VMC,,Unknown,Substantial
20010417X00765,2001-04-09,PIPER,PA-46-500TP,PIPER PA-46-500TP,Airplane,Fatal(2),2.0,0.0,0.0,0.0,VMC,Takeoff,Personal,Destroyed
20010522X01000,2001-04-10,AERO COMMANDER,500S,AERO COMMANDER 500S,Airplane,Fatal(4),4.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20010504X00876,2001-04-11,ROBINSON,R-22B,ROBINSON R-22B,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Substantial
20010502X00855,2001-04-13,CESSNA,182,CESSNA 182,Airplane,Fatal(4),4.0,0.0,0.0,0.0,UNKNOWN,,Personal,Destroyed
20010501X00842,2001-04-18,CESSNA,T310R,CESSNA T310R,Airplane,Fatal(2),2.0,0.0,0.0,0.0,VMC,,Aerial Application,Substantial
20010503X00865,2001-04-18,BEECH,55,BEECH 55,Airplane,Fatal(1),1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20010502X00849,2001-04-22,MOONEY,M20E,MOONEY M20E,Airplane,Fatal(3),3.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20010426X00823,2001-04-23,BELL,206-L3,BELL 206-L3,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,Maneuvering,Positioning,Substantial
20010504X00878,2001-04-25,CESSNA,TR182,CESSNA TR182,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,UNKNOWN,,Unknown,Substantial
20010503X00870,2001-04-28,CESSNA,208B,CESSNA 208B,Airplane,Fatal(10),10.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20010521X00970,2001-04-29,CESSNA,C-208 Caravan,CESSNA C-208 Caravan,Airplane,Fatal(1),1.0,0.0,0.0,11.0,UNKNOWN,,Skydiving,Destroyed
20010514X00934,2001-05-04,CESSNA,182J,CESSNA 182J,Airplane,Fatal(5),5.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20010601X01055,2001-05-05,PIPER,PA-42-1000,PIPER PA-42-1000,Airplane,Fatal(1),1.0,0.0,0.0,0.0,UNKNOWN,,Personal,Destroyed
20010521X00976,2001-05-12,PIPER,PA-24-250,PIPER PA-24-250,Airplane,Fatal(2),2.0,0.0,0.0,0.0,VMC,,Unknown,Substantial
20010529X01019,2001-05-12,CESSNA,182S,CESSNA 182S,Airplane,Fatal(2),2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20010517X00948,2001-05-15,CESSNA,182,CESSNA 182,Airplane,Fatal(2),2.0,0.0,0.0,0.0,IMC,,Personal,Destroyed
20010530X01027,2001-05-18,BELL,407,BELL 407,Helicopter,Fatal(6),6.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20010529X01021,2001-05-21,PIPER,PA-28,PIPER PA-28,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Substantial
20010601X01048,2001-05-24,BEECH,BE-36,BEECH BE-36,Airplane,Fatal(2),2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20010530X01026,2001-05-25,BELL,206L-1,BELL 206L-1,Helicopter,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Unknown,Destroyed
20010601X01046,2001-05-27,DE HAVILLAND,DHC-6 Twin Otter,DE HAVILLAND DHC-6 Twin Otter,Airplane,Fatal(1),1.0,0.0,0.0,22.0,VMC,Maneuvering,Skydiving,Minor
20081006X73142,2001-06-03,PIPER,PA-28-181,PIPER PA-28-181,Airplane,Fatal(1),1.0,0.0,0.0,0.0,VMC,Maneuvering,Personal,Substantial
20010613X01163,2001-06-04,BELL,UH-IH,BELL UH-IH,Helicopter,Fatal(3),3.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20010625X01250,2001-06-20,BELL,206-L4,BELL 206-L4,Helicopter,Non-Fatal,0.0,0.0,2.0,0.0,VMC,Landing,Public Aircraft,Substantial
20010712X01388,2001-07-03,CESSNA,U206G,CESSNA U206G,Airplane,Fatal(2),2.0,2.0,0.0,0.0,VMC,,Personal,Destroyed
20010706X01313,2001-07-04,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Descent,Skydiving,Substantial
20010724X01485,2001-07-08,ROBINSON,R-44,ROBINSON R-44,Helicopter,Fatal(2),2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20010711X01377,2001-07-10,CESSNA,208B,CESSNA 208B,Airplane,Non-Fatal,0.0,7.0,6.0,0.0,VMC,,Unknown,Substantial
20010713X01417,2001-07-12,TAYLORCRAFT,F21B,TAYLORCRAFT F21B,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,Landing,Instructional,Substantial
20010727X01535,2001-07-20,EUROCOPTER,BK117-C1,EUROCOPTER BK117-C1,Helicopter,Non-Fatal,0.0,2.0,1.0,0.0,VMC,Cruise,Positioning,Substantial
20010726X01528,2001-07-21,SIKORSKY,S-76A,SIKORSKY S-76A,Helicopter,Non-Fatal,0.0,0.0,1.0,0.0,VMC,Standing,Positioning,Substantial
20010801X01576,2001-07-28,CESSNA,182B,CESSNA 182B,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,Descent,Skydiving,Substantial
20010820X01734,2001-08-10,EUROCOPTER,AS350-B2,EUROCOPTER AS350-B2,Helicopter,Fatal(6),6.0,1.0,0.0,0.0,VMC,Maneuvering,Unknown,Destroyed
20010823X01761,2001-08-14,CESSNA,150,CESSNA 150,Airplane,Fatal(2),2.0,0.0,0.0,0.0,VMC,Descent,Instructional,Substantial
20010830X01835,2001-08-18,CESSNA,182A,CESSNA 182A,Airplane,Non-Fatal,0.0,0.0,0.0,5.0,VMC,Descent,Skydiving,Substantial
20010919X01964,2001-09-07,BOEING,B767-332,BOEING B767-332,Airplane,Non-Fatal,0.0,1.0,0.0,89.0,IMC,,Unknown,
20010925X01988,2001-09-08,CESSNA,TU206G,CESSNA TU206G,Airplane,Fatal(8),8.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20020123X00104,2001-09-11,BOEING,767-200ER,BOEING 767-200ER,Airplane,Fatal(65),65.0,0.0,0.0,0.0,UNKNOWN,Cruise,Unknown,Destroyed
20011001X02018,2001-09-25,PIPER,PA-32RT-300T,PIPER PA-32RT-300T,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,Takeoff,Personal,Substantial
20011019X02116,2001-10-06,CESSNA,182A,CESSNA 182A,Airplane,Non-Fatal,0.0,0.0,1.0,1.0,VMC,Approach,Skydiving,Substantial
20011011X02076,2001-10-07,AEROSPATIALE,AS355F1,AEROSPATIALE AS355F1,Helicopter,Non-Fatal,0.0,0.0,2.0,1.0,VMC,Cruise,Positioning,Substantial
20011016X02097,2001-10-07,BELL,412HP,BELL 412HP,Helicopter,Fatal(3),3.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20011115X02242,2001-10-11,BELL,407,BELL 407,Helicopter,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20011025X02148,2001-10-19,AEROSPATIALE,AS350B2,AEROSPATIALE AS350B2,Helicopter,Fatal(2),2.0,2.0,0.0,0.0,VMC,Maneuvering,Other Work Use,Destroyed
20011109X02217,2001-10-26,ROBINSON,R-22,ROBINSON R-22,Helicopter,Fatal(2),2.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20020110X00055,2001-11-04,BELL,206B,BELL 206B,Helicopter,Non-Fatal,0.0,3.0,0.0,0.0,VMC,,Aerial Observation,Destroyed
20011119X02259,2001-11-12,PIPER,PA-31T1,PIPER PA-31T1,Airplane,Fatal(4),4.0,0.0,0.0,0.0,IMC,Approach,Executive/corporate,Destroyed
20020102X00004,2001-12-11,ROBINSON,R22,ROBINSON R22,Helicopter,Fatal(1),1.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20020103X00005,2001-12-18,BELL,412EP,BELL 412EP,Helicopter,Non-Fatal,0.0,1.0,0.0,9.0,VMC,,Unknown,Substantial
20020103X00018,2001-12-23,CESSNA,337D,CESSNA 337D,Airplane,Fatal(3),3.0,0.0,0.0,0.0,VMC,,Business,Destroyed
20020110X00057,2001-12-30,PIPER,PA-28R-180,PIPER PA-28R-180,Airplane,Fatal(1),1.0,0.0,0.0,0.0,VMC,Approach,Personal,Substantial
20020109X00049,2002-01-07,PIPER,PA-30,PIPER PA-30,Airplane,Non-Fatal,0.0,0.0,0.0,6.0,VMC,,Unknown,Destroyed
20020114X00065,2002-01-10,PIPER,PA-46T,PIPER PA-46T,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,IMC,Approach,Personal,Substantial
