Event.Id,Event.Date,Make,Model,Make_Model,Aircraft.Category,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Purpose.of.flight,Aircraft.damage
20160613X51156,2016-06-11,MAULE,MX 7,MAULE MX 7,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160613X82937,2016-06-11,PIPER,PA 28,PIPER PA 28,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160614X34836,2016-06-11,BELLANCA,17 30,BELLANCA 17 30,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160614X40501,2016-06-11,AERONCA,7AC,AERONCA 7AC,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160620X32159,2016-06-11,MAULE,M 6-235,MAULE M 6-235,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160612X85856,2016-06-12,ROBINSON HELICOPTER COMPANY,R44 II,ROBINSON HELICOPTER COMPANY R44 II,Helicopter,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160613X12301,2016-06-12,AIR TRACTOR INC,AT 802,AIR TRACTOR INC AT 802,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160613X30040,2016-06-12,PIPER,PA28RT,PIPER PA28RT,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Destroyed
20160613X35810,2016-06-12,LUSCOMBE,8,LUSCOMBE 8,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160723X91246,2016-06-12,AIRBUS,A321 231,AIRBUS A321 231,Airplane,Non-Fatal,0.0,0.0,1.0,109.0,VMC,,Unknown,
20160613X11613,2016-06-13,CESSNA,150F,CESSNA 150F,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160614X83429,2016-06-13,EUROCOPTER,EC120,EUROCOPTER EC120,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Public Aircraft,Substantial
20160721X55442,2016-06-13,ROCKWELL INTERNATIONAL,114,ROCKWELL INTERNATIONAL 114,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160819X20959,2016-06-13,ROBINSON,R44,ROBINSON R44,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,Minor
20160615X64926,2016-06-14,BELL,206,BELL 206,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160706X42954,2016-06-14,AERO COMMANDER,100 180,AERO COMMANDER 100 180,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160617X35430,2016-06-15,AIR TRACTOR INC,AT 502,AIR TRACTOR INC AT 502,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160620X21154,2016-06-15,CESSNA,320E,CESSNA 320E,Airplane,Fatal,3.0,0.0,0.0,0.0,VMC,,Aerial Observation,Destroyed
20160623X12450,2016-06-15,EMBRAER,ERJ190,EMBRAER ERJ190,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,UNKNOWN,,Unknown,
20160616X04226,2016-06-16,PIPER,PA31,PIPER PA31,Airplane,Fatal,2.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20160616X24257,2016-06-16,PIPER,PA-38-112,PIPER PA-38-112,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160616X62306,2016-06-16,BEECH,77,BEECH 77,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160620X01640,2016-06-16,CHAMPION,7AC,CHAMPION 7AC,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160620X62042,2016-06-16,PIPER,PA28R,PIPER PA28R,Airplane,Fatal,1.0,0.0,1.0,0.0,UNKNOWN,,Unknown,Substantial
20160621X22330,2016-06-16,CESSNA,172M,CESSNA 172M,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160926X01754,2016-06-16,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160618X24627,2016-06-17,ROBINSON HELICOPTER,R44,ROBINSON HELICOPTER R44,Helicopter,Non-Fatal,0.0,0.0,2.0,0.0,VMC,,Aerial Observation,Substantial
20160620X34145,2016-06-17,CESSNA,207,CESSNA 207,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,IMC,,Positioning,Substantial
20160621X34119,2016-06-17,PIPER,PA 28-236,PIPER PA 28-236,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160622X85638,2016-06-17,CESSNA,170,CESSNA 170,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160622X93331,2016-06-17,MOONEY,M20,MOONEY M20,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20160623X74849,2016-06-17,CESSNA,R172,CESSNA R172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160623X83406,2016-06-17,AIRBUS,AS350,AIRBUS AS350,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Public Aircraft,Substantial
20160624X52325,2016-06-17,BOEING,737,BOEING 737,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20160628X85237,2016-06-17,SCHLEICHER,ASW 28,SCHLEICHER ASW 28,Glider,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160705X13530,2016-06-17,CIRRUS,SR20,CIRRUS SR20,Airplane,Fatal,3.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160620X73114,2016-06-18,BEECH,P35,BEECH P35,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160620X94648,2016-06-18,CIRRUS DESIGN CORP,SR22,CIRRUS DESIGN CORP SR22,Airplane,Non-Fatal,0.0,3.0,0.0,0.0,VMC,,Instructional,Substantial
20160621X92619,2016-06-18,BEECH,C23,BEECH C23,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
20160627X93353,2016-06-18,BEECH,F33,BEECH F33,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160708X95825,2016-06-18,MOONEY,M20,MOONEY M20,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,IMC,,Personal,Substantial
20160619X60142,2016-06-19,PIPER,PA 23-150,PIPER PA 23-150,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160620X85520,2016-06-19,NORTH AMERICAN,AT-6D,NORTH AMERICAN AT-6D,Airplane,Non-Fatal,0.0,0.0,2.0,0.0,VMC,,Personal,Substantial
20160620X91456,2016-06-19,PIPER,PA32,PIPER PA32,Airplane,Non-Fatal,0.0,0.0,0.0,6.0,VMC,,Personal,Substantial
20160620X94756,2016-06-19,PIPER,PA 23-250,PIPER PA 23-250,Airplane,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Flight Test,Destroyed
20160622X43524,2016-06-19,DE HAVILLAND,DHC3,DE HAVILLAND DHC3,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160620X22219,2016-06-20,PIPER,PA 24,PIPER PA 24,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160621X31918,2016-06-20,CESSNA,172P,CESSNA 172P,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160621X64300,2016-06-20,PIPER,PA 28R-200,PIPER PA 28R-200,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160622X00611,2016-06-20,ROCKWELL INTERNATIONAL,112A,ROCKWELL INTERNATIONAL 112A,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160628X81445,2016-06-20,BELLANCA,8KCAB,BELLANCA 8KCAB,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160627X40251,2016-06-21,BOEING,747,BOEING 747,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Minor
20160628X70613,2016-06-21,HUGHES,269B,HUGHES 269B,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Positioning,Substantial
20160705X85201,2016-06-21,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160711X40951,2016-06-21,BEECH,B200,BEECH B200,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,UNKNOWN,,Unknown,Minor
20160623X01153,2016-06-22,CESSNA,182Q,CESSNA 182Q,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160623X91601,2016-06-22,CESSNA,182P,CESSNA 182P,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Air Race/Show,Substantial
20160624X73440,2016-06-22,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160630X35038,2016-06-22,PIPER,PA 12,PIPER PA 12,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160623X44206,2016-06-23,CESSNA,182T,CESSNA 182T,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160627X35213,2016-06-23,BEECH,65A90,BEECH 65A90,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,UNKNOWN,,Unknown,Minor
20160627X50018,2016-06-24,NORTH AMERICAN,NAVION,NORTH AMERICAN NAVION,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160630X02802,2016-06-24,PIPER,PA 24,PIPER PA 24,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160630X24758,2016-06-24,PIPER,PA28,PIPER PA28,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160625X01739,2016-06-25,CESSNA,A185F,CESSNA A185F,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160627X55550,2016-06-25,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20160627X80236,2016-06-25,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160627X91259,2016-06-25,PIPER,PA28,PIPER PA28,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160628X10951,2016-06-25,NORTH AMERICAN,SNJ,NORTH AMERICAN SNJ,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160629X00022,2016-06-25,CESSNA,U206,CESSNA U206,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,UNKNOWN,,Unknown,Substantial
20160719X74135,2016-06-25,STINSON,L 5G,STINSON L 5G,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160626X35005,2016-06-26,BOEING,777,BOEING 777,Airplane,Non-Fatal,0.0,0.0,0.0,241.0,UNKNOWN,,Unknown,Substantial
20160627X00256,2016-06-26,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160627X21034,2016-06-26,BOEING,737,BOEING 737,Airplane,Non-Fatal,0.0,0.0,1.0,177.0,UNKNOWN,,Unknown,
20160627X44727,2016-06-26,BELL,407,BELL 407,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,UNKNOWN,,Unknown,Substantial
20160629X12550,2016-06-26,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,IMC,,Skydiving,Substantial
20160630X00834,2016-06-26,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160630X31045,2016-06-26,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160706X14221,2016-06-26,BEECH,E 90,BEECH E 90,Airplane,Non-Fatal,0.0,0.0,1.0,15.0,VMC,,Skydiving,Substantial
20160714X44234,2016-06-26,CESSNA,A185,CESSNA A185,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160830X61654,2016-06-26,CESSNA,310R,CESSNA 310R,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160630X70958,2016-06-27,ENSTROM,280,ENSTROM 280,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Minor
20160630X72423,2016-06-27,PIPER,J3F 65,PIPER J3F 65,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160712X52459,2016-06-27,PIPER,PA18,PIPER PA18,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160628X23537,2016-06-28,ROBINSON HELICOPTER,R44,ROBINSON HELICOPTER R44,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160629X33351,2016-06-28,CESSNA,T206,CESSNA T206,Airplane,Non-Fatal,0.0,4.0,0.0,0.0,VMC,,Personal,Substantial
20160629X35606,2016-06-28,CESSNA,150L,CESSNA 150L,Airplane,Fatal,0.0,0.0,0.0,1.0,VMC,,Banner Tow,Substantial
20160629X34426,2016-06-29,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160629X72937,2016-06-29,CESSNA,170,CESSNA 170,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160630X25142,2016-06-29,CESSNA,A185F,CESSNA A185F,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Aerial Observation,Substantial
20160630X31108,2016-06-29,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160630X33949,2016-06-29,PIPER,PA34,PIPER PA34,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160630X52348,2016-06-29,PIPER,PA 28-161,PIPER PA 28-161,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160702X11441,2016-06-29,PIPER,PA 28,PIPER PA 28,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160706X31825,2016-06-29,ROCKWELL INTERNATIONAL,S 2R,ROCKWELL INTERNATIONAL S 2R,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160801X62810,2016-06-29,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20160705X80153,2016-06-30,PIPER,PA28,PIPER PA28,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160706X01743,2016-06-30,CESSNA,U206,CESSNA U206,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Public Aircraft,Substantial
20160711X32559,2016-06-30,CESSNA,172RG,CESSNA 172RG,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160705X21318,2016-07-01,CESSNA,188,CESSNA 188,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160705X45456,2016-07-01,RANS,S6,RANS S6,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160705X75553,2016-07-01,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Instructional,Substantial
20160706X41619,2016-07-01,HUGHES,269C,HUGHES 269C,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160707X25150,2016-07-01,PIPER,PA28,PIPER PA28,Airplane,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160708X44826,2016-07-01,CESSNA,172RG,CESSNA 172RG,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160829X13020,2016-07-01,CESSNA,152G,CESSNA 152G,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160628X11736,2016-07-02,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160702X94036,2016-07-02,BELL,OH 58A,BELL OH 58A,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160703X64604,2016-07-02,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,1.0,0.0,2.0,VMC,,Personal,Substantial
20160705X00857,2016-07-02,PIPER,PA 22-160,PIPER PA 22-160,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Personal,Substantial
20160705X45958,2016-07-02,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164,GRUMMAN ACFT ENG COR-SCHWEIZER G-164,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160705X52117,2016-07-02,BEECH,23,BEECH 23,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20160705X61438,2016-07-02,CESSNA,A188,CESSNA A188,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160705X84715,2016-07-02,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160707X02810,2016-07-02,PIPER,PA-22-150,PIPER PA-22-150,Airplane,Non-Fatal,0.0,4.0,0.0,0.0,VMC,,Personal,Substantial
20160715X25242,2016-07-02,CESSNA,182,CESSNA 182,Airplane,Fatal,4.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160703X92040,2016-07-03,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,4.0,0.0,0.0,VMC,,Personal,Destroyed
20160704X55622,2016-07-03,AERONCA,11AC,AERONCA 11AC,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160705X42046,2016-07-03,CESSNA,305,CESSNA 305,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Banner Tow,Substantial
20160707X41205,2016-07-03,PIPER,PA 25-235,PIPER PA 25-235,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Aerial Application,Substantial
20160705X13929,2016-07-04,CESSNA,206,CESSNA 206,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160705X24026,2016-07-04,BELLANCA,7ECA,BELLANCA 7ECA,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160707X03517,2016-07-04,CESSNA,305,CESSNA 305,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Banner Tow,Substantial
20160711X65339,2016-07-04,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160706X05254,2016-07-05,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160706X32644,2016-07-05,CESSNA,172,CESSNA 172,Airplane,Fatal,3.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160707X61650,2016-07-05,CIRRUS,SR22,CIRRUS SR22,Airplane,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160706X42741,2016-07-06,BELL,525,BELL 525,Helicopter,Fatal,2.0,0.0,0.0,0.0,VMC,,Flight Test,Destroyed
20160706X84658,2016-07-06,CHAMPION,7EC,CHAMPION 7EC,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160711X64900,2016-07-06,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160707X02944,2016-07-07,BOEING,757,BOEING 757,Airplane,Non-Fatal,0.0,0.0,0.0,157.0,UNKNOWN,,Unknown,Minor
20160708X93955,2016-07-07,AIR TRACTOR INC,AT-602,AIR TRACTOR INC AT-602,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Application,Destroyed
20160711X34632,2016-07-07,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160718X25034,2016-07-07,PIPER,PA 44,PIPER PA 44,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160708X85810,2016-07-08,PIPER,PA 32R-300,PIPER PA 32R-300,Airplane,Fatal,4.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160708X91232,2016-07-08,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160711X51106,2016-07-08,STINSON,108,STINSON 108,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160711X54618,2016-07-08,PIPER,PA32,PIPER PA32,Airplane,Non-Fatal,0.0,0.0,2.0,0.0,VMC,,Personal,Substantial
20160711X80213,2016-07-08,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160715X03849,2016-07-08,CESSNA,140,CESSNA 140,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160720X15829,2016-07-08,AIR TRACTOR,AT301,AIR TRACTOR AT301,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160802X32607,2016-07-09,AIRBUS,A320,AIRBUS A320,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20160712X32830,2016-07-10,BELL,OH 58,BELL OH 58,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Aerial Application,Substantial
20160908X52011,2016-07-10,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160711X20144,2016-07-11,BELL,429,BELL 429,Helicopter,Fatal,1.0,0.0,0.0,3.0,VMC,,Public Aircraft,
20160711X65900,2016-07-11,CESSNA,310,CESSNA 310,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Aerial Observation,Substantial
20160712X72348,2016-07-11,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20160719X41739,2016-07-11,CESSNA,TU206,CESSNA TU206,Airplane,Fatal,5.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160718X40759,2016-07-12,CESSNA,150,CESSNA 150,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160907X90923,2016-07-12,BOEING,737,BOEING 737,Airplane,Non-Fatal,0.0,0.0,0.0,150.0,UNKNOWN,,Unknown,Substantial
20160718X32752,2016-07-14,PIPER,PA-32R-301,PIPER PA-32R-301,Airplane,Fatal,4.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160720X15357,2016-07-14,AERO COMMANDER,B1A,AERO COMMANDER B1A,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20160715X31642,2016-07-15,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160715X90316,2016-07-15,PIPER,PA 23-150,PIPER PA 23-150,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Destroyed
20160722X02355,2016-07-15,RANS,S6,RANS S6,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160716X21535,2016-07-16,PIPER,PA 28R-201,PIPER PA 28R-201,Airplane,Fatal,3.0,0.0,1.0,0.0,VMC,,Personal,Destroyed
20160718X03838,2016-07-16,AERONCA,7BCM,AERONCA 7BCM,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160718X90610,2016-07-16,PIPER,PA24,PIPER PA24,Airplane,Fatal,1.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160719X94831,2016-07-16,SCHWEIZER,269C,SCHWEIZER 269C,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160720X53246,2016-07-16,DEHAVILLAND,DHC-2 MK. I,DEHAVILLAND DHC-2 MK. I,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160720X92054,2016-07-16,ROBINSON,R22,ROBINSON R22,Helicopter,Fatal,2.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20170519X84623,2016-07-16,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,3.0,0.0,0.0,UNKNOWN,,Personal,Substantial
20160717X15309,2016-07-17,LUSCOMBE,8A,LUSCOMBE 8A,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20160718X32942,2016-07-17,BELL,UH 1H,BELL UH 1H,Helicopter,Non-Fatal,0.0,0.0,0.0,8.0,VMC,,Public Aircraft,Substantial
20160718X62313,2016-07-17,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160720X45048,2016-07-17,NORTH AMERICAN,T28,NORTH AMERICAN T28,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160721X52728,2016-07-17,BOEING,A75,BOEING A75,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
20160718X60527,2016-07-18,DIAMOND AIRCRAFT IND INC,DA40 F,DIAMOND AIRCRAFT IND INC DA40 F,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160718X61154,2016-07-18,BEECH,19A,BEECH 19A,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160721X31540,2016-07-18,STINSON,108,STINSON 108,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160721X51753,2016-07-18,AERONCA,7AC,AERONCA 7AC,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,IMC,,Personal,Substantial
20160725X60857,2016-07-18,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160718X25334,2016-07-19,AERONCA,11AC,AERONCA 11AC,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160719X34755,2016-07-19,CESSNA,182J,CESSNA 182J,Airplane,Non-Fatal,0.0,2.0,1.0,0.0,VMC,,Personal,Substantial
20160720X55139,2016-07-19,CESSNA,A185,CESSNA A185,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Business,Substantial
20160721X24536,2016-07-20,AERONCA,7BCM,AERONCA 7BCM,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160721X51844,2016-07-20,CESSNA,U206,CESSNA U206,Airplane,Non-Fatal,0.0,0.0,0.0,5.0,VMC,,Personal,Substantial
